sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,text
19,29,35,31,36,0,1,0,0,0,"تجربتي في الجامعة كان لها تأتير مهم في حياتي حيت من خلالها تمكنت من سقل مواهبي واكتشاف عالم اخر كدلك مكنتني من تقوية شخصيتي وهدا راجع لكثرة التجارب التي مررت بها 
يومي لحد الأن يمر بهدوء حيت أمارس مهمتي الموكلة لي و أنا في راحة وبطاقة اجابية"
12,31,39,34,32,0,1,1,1,0,اصبحت اشعر بخلل في شخصيتي و بضعف فيها جراء عدم استطاعتي قول لا، احس باستغلال الاخرين لي و لا استطيع تبديل هذا مع الاسف، و هذا يجعلني احس بالم نفسي كبير و احس انني لا 
29,20,39,34,37,1,0,1,1,0,اذا نشأت في وسط بعيد عن الدراسة يجب ان تنال كي تحقق ما يمكنك تحقيقه في هذا المجال. قد تعترضك عوائق كبيرة جدا لكن بالصمود والصبر ستصل ما تصبو اليه. ستحاول وتثابر الى ان تحقق مبتغاك. ولكن في كل مرحلة من حياتك يجب أن تتحلى بالهدوء واجعل كرامتك فوق كل اعتبار
34,35,39,38,45,1,1,1,1,1,بعد ما مر رنا به في الاونة الاخيرة تغيرة كثيرا اصبحت متقلبة المزاج عصبية لا اتقبل النصيحة و هدا بسبب كرونا   يجب ان اقوم بالرياضة لكي اخرج من هدا الر وتين اليومي
30,30,28,27,41,1,1,0,0,1,اجد صعوبة في التحدث عن ما يجول بخاطري أعتقد ان هدا راجع الى عدم الاستقرار الفكري الدي اعيشوه ماخرا اد امر بمرحلة فراغ ناتجة عن روتين قاتل زيادة على انني في توثر مستمر 
29,16,36,32,39,1,0,1,0,1,العمل مع الطلبة في الجامعة يشكل لي حافزا كبيرا للاستمرار في العطاء، بينما العمل في المستشفى مع المرضى فهو يتسم بكثير من القلق و التوثر، لعدم قدرتنا للإستجابة لمتطلباتهم في الوقت و الشكل المثاليين.
31,11,41,42,35,1,0,1,1,0,أشعر اليوم بارتياح أفضل من الأسابيع الماضية. اليوم مشمس والجو ربيعي، واستيقضت باكرا، والآن استأنفت بحثي... الرضا عامل مهم لتحقيق السعادة... أحيانا أفكر أن المال أصبح عنصرا أساسيا لتحقيق السعادة. هذه الاستنتاج الأخير بدأ يشوش علي حياتي خلال السنتين الأخيرتين. أرجو أن يصفو ذهني خلال الأيام القادمة
28,24,34,35,34,1,0,0,1,0,كانت تجربتي الجامعية من أهم التجارب التي أثرت في تكوين شخصيتي وتحديد مستقبلي المهني. وعندما التحقت بالعمل بصفتي أستاذا للتعليم العالي انخرطت بسرعة في الفريق البيداغوجي فساهمت إلى جانب زملائي في تكوين الطلبة وتأطيرهم وفي إنجاز المشاريع العلمية التي يتم اقتراحها. وهكذا يمر الأسبوع وكله عمل في تهييء الدروس وتصحيح البحوث واستكمال التكوين وكتابة المقالات وإعداد المداخلات، ويتخلل ذلك الاهتمام بأسرتي: تتبع سير تمدرس الأبناء وممارسة أنشطة رياضية مختلفة. وهكذا أجد نفسي مشغولا بمشاريع مهمة مما يجعلني مرتاحا نفسيا وبدنيا. 
29,33,34,32,41,1,1,0,0,1,الدراسة هي شيء ممتع ينمي فيها الإسان قدراته  ويعمل على تحقيق ذاته وأيضا تساعده في أن يطمح في تحقيق ذاته فالدراسة بالنسبة لي شيء رائع تساعدني في فهم أمور كتيرة وأيضا تعطينا فكرة عن الحياة اليومية وكيفية التعامل مع الأخرين
23,10,40,36,33,0,0,1,1,0,انا جد سعيد و ممتن لانني بصحة جيدة وعندي ابناء و زوجة رائعين. امتهن التدريس وطلبتي يحبونني كثيرا واكون جد سعيد عندما اكون داخل الفصل معهم. عندي زملاء و اصدقاء اقدرهم واحترمهم ويبالونني نفس التقير والاحترام.الحياة جميلة و بسيطة.
32,26,35,40,40,1,1,0,1,1,الحمد لله تجربتي بالجامعة وبالدراسة عموما تجربة مرضية عندي تكونت خلالالها واستفدت من مجالات متعددة واكتسبت علاقات اجتماعية وعلمية ومهنية كثيرة ولي أثر محمود في وسطي المهني والاجتماعي بل وفي العالم بمن الله وفضله
29,26,30,35,41,1,1,0,1,1,"قول الحق صعب،  واللامبالاة أصعب، 
يجب الخروج من منطقة الركود والراحة،  و البحت عن كل ما هو جديد. 
الابتعاد عن القيل والقال والاهتمام بنفسك والمقربين لك تمنحك السعادة والراحة. 
التطلع إلى ما هو جديد وميادين جديدة تجدد افكارك و تطور ثقافتك لما هو أحسن. "
21,27,43,30,35,0,1,1,0,0,كل يوم احس أنني أغرق أكثر فأكثر في مشاكل الحياه اليومية حتى أنني انسى نفسي و شخصي. افقد تركيز في بعض الأحيان و اميل إلى الكسل و الغوص في معاناتي و الأمي و روتيني. حس أنني وحدة في هذا العالم لا أحد أهمه رغم أنني أظهر العكس
32,18,36,41,39,1,0,1,1,1,"التدريس في الجامعة يعتبر تجربة غنية، احاول توفير الظروف المناسبة لطلبتي و الانفتاح على التجارب العالمية الناجحة و نقلها لتطوير طرق التدريس و المناهج. المرجو الاهتمام اكثر بالطلبة و مصلحة المؤسسة على المصلحة الشخصية او الانتماء النقابي.  
 "
32,10,39,42,44,1,0,1,1,1,آمنت منذ صغري بأن قدرة الشخص على بناء نفسه أمر لا مفر منه لأنه الأصل في وجوده، فعملت على التحقق منه، فتم لي ما أردت. وكان التدريس بالنسبة لي هو القناة التي يمكن أن أبلغ من خلالها للأخرين صحة هذا الاعتقاد. ساعدني على تحقيق هذا المبتغى حبي لمهنتي ولمن أعلم. فتوفقت وتفوقت في ما سعيت إليه بالمقارنة مع ما كنت أعمل من أجله. ولازلت آمل في المزيد.
33,35,33,39,36,1,1,0,1,0,عملي بالجامعة كان تجربة لمعرفة من حولي فخدلت من اشخاص كانوا اقرباء لقلبي فخذلوني،لكني تعايشت مع الوضع و ادركت انه لا مجال الصداقة في العملبل الصفات اللتي تطغى هي اللانتهازيية،المكر و الحسد
16,33,23,18,20,0,1,0,0,0,حياتي في حالة فوضى ، لا أعرف الطريق الذي يجب أن أسلكه ، أريد أن أكون شخصًا ناجحًا لكنني لم أجد بعد المكان الذي أشعر فيه بالراحة ، أنا متشائم وأريد التغيير للافضل.
27,16,33,40,42,1,0,0,1,1,"الجامعة هي المكان الذي تعلمنا فيه مبادئ الحياة من الاعتماد على النفس، المثابرة، الاحتكاك بالاخرين، الصبر، البحث عن المعرفة.
لقد كان للجامعة دور كبير في تكوين شخصيتنا ومستقبلنا وعلاقتنا مع المحيط الأسري والمهني والعام."
25,24,36,32,39,0,0,1,0,1,الأخلاق شئ مهم في الحياة. لا يمكن أن نتصور تقدم شعب بدونها. بها نرتقي ونصل إلي المبتغى. بالأخلاق يمكن للإنسان أن ينمي جميع القدرات ويتعلم جميع العلوم ليتمكن من الاندماج. 
28,19,32,39,46,1,0,0,1,1,حتى سن 12 كنت طفلة مؤذبة مطيعة مرحة و ألعب كثيرا..بعدها بدأت أميل شيئا فشيئا للرسم ومطالعة الروايات الأدبية و الشعر العربي و الموسوعات الفكرية و العلمية  التي تهتم بالأحفوريات  و الحضارات البائدة و علم الفلك  ... كل مرحلة من حياتي الدراسية كانت مميزة جدا و مثيرة لدرجة كبيرة ... مليئة بالخبرات و التجارب الجديدة ..وزادها متعة و بهجة وجود أصدقاء مرحين و محبوبين ...في الثانوية تخصصت في العلوم الرياضية و في الجامعة درست بداية العلوم الرياضية و الفزيائية و الإعلاميات  و في سلك الماستر تخصصت في علوم الكمبيوتر ومعالجة الصور أما حاليا أتابع دراستي في سلك الدكتوراه  و التي أحاول من خلالها تطوير برنامج إلكتروني يساعد في الكشف المبكر عن سرطان الثدي من خلال التصوير الإشعاعي ..كما أنني موظفة في جامعة سيدي محمد بن عبد الله، متزوجة و أم لطفل ...حتى الساعة و بفضل الله عز و جل و بمساعدة أبوي و إخوتي ححقت الكثير من الأهداف المرحلية التي كنت أطمح لتحقيقها .. أما الآن فاطمح إلى إكمال رسالة الدكتراه و العمل كباحثة في علم الفلك ..حياتي الدراسية تخللتها العديد من الأنشطة الموازية كالانخراط و العمل في مؤسسات جمعوية و حقوقية و سياسة بدأ من الجمعيات التي تهتم بالطفولة و مرورا بالجمعيات التي تهتم بالمرأة و الأسرة  ثم العمل النقابي و الحزبي ..في صغري غنيت  في فرقة موسيقية للأطفال حتى سن الثامنة ..و في المرحلة الاعدادية عمل كمساعدة خياطة للملابس التقليدية والعصرية ..ثم بائعة للملابس الجاهزة ..ثم كمبرمج للمواقع الالكترونية ، و عملت كمدرسة في حصص الدعم لمادة الرياضيات المستوى الإعدادي و الجامعي ، ثم كمدرسة مؤقتة لمادة الأعلامية في كلية الآداب ضهر المهراز
24,11,37,42,44,0,0,1,1,1,"خلال حياتي ، مررت بالكثير من خيبات الأمل ولكن أيضًا الكثير من النجاح. زوجة محبة وثلاثة أطفال كبار في طريقهم إلى النجاح إن شاء الله. مع تقدم العمر وتراكم الخبرات ، وصلت إلى مرحلة أشعر فيها بمزيد من السعادة والرضا عن وضعي على الرغم من أنني أقول دائمًا لنفسي أنه مع القليل من الكسل والكثير من الجدية كنت سأكون أفضل. لكني أعتقد أن هناك الكثير من المكابح النفسية التي أوقفتني ومنعتني من فرض إرادتي في بلدنا وفي مجتمعنا. وهذه المكابح تنبع من التربية الأسرية التي كانت لدي والقيود الاجتماعية التي فُرضت علي كطفل ثم كشاب ، ساهمت في عدم تطوير مهاراتي في مجالات أخرى مثل السياسة أو الفن. وأشكر الله أنني لم أنحرف لأن الطفل في الظروف التي عشت فيها يمكن أن يدمر حياته بسهولة. 
"
29,12,44,41,49,1,0,1,1,1,"4بسم الله الرحمن الرحيم كل انسان على وجه الارض له تجربة في حياته فمثلا انا عندما انتهيت من الدراسة اتجهت الى ميدان العمل فاعليات أشياءا اخرى منحتني تجربة مهمة في فهم الحياة بصفة عامة فالحياة العملية تختلف كثيرا عن الحياة الدراسية .
"
20,25,29,35,34,0,1,0,1,0,يكون طول الأسبوع سبعة أيام رغم أنه لا أصل فلكي لهذه المدة. ولكن هناك اعتقاد بأن تقسيم الأسبوع إلى سبعة أيام مرتبط بأمر الدين، ومأخوذ منه، وله تعلق بأخباره وأحكامه. قال شيخ الإسلام ابن تيمية: فكل أمة ليس لها كتاب ليس في لغتها أيام الأسبوع، وإنما يوجد في لغتها اسم اليوم والشهر والسنة، لأن ذلك عرف بالحس والعقل، فوضعت له الأمم الأسماء، لأن التعبير يتبع التصور، وأما الأسبوع فلم يعرف إلا بالسمع، لم يُعرف أن الله خلق السموات والأرض وما بينهما في ستة أيام ثم استوى على العرش إلا بأخبار الأنبياء الذين شرع لهم أن يجتمعوا في الأسبوع يوما يعبدون الله فيه
27,22,37,37,34,1,0,1,1,0,"يمر اليوم واشعر بعياء كبىر ولكن الحصيلة ليست بلجيدة لاننا مظطرين للقيام بعمل الاخرين لنكمل عملنا نفص في الاخلاص في العمل
حتى من ىغمل هناك نقص في المبادرة
عالم كتر فيد الكدب من اجل الوصول

"
25,27,36,36,42,0,1,1,1,1,بخصوص العمل اعمل عملا روتينيا له منفعة على المجتمع لكن لا يندج ضمن الطموحات التي طمحت لها وأما بخصوص الدراسة ليس لدي تصور جازم حول الدراسة في فاس لكن لدي تصورات حول سكان فاس 
24,22,34,34,41,0,0,0,1,1,لا بد من تغيير شامل للتعليم الجامعي خاصة وبالتعليم بصفة عامة، باعتماد الإنجليزية عوض الفرنسية للانفتاح على الالم عوض الانغلاق على فرنسا، وبربط التلميذ والطالب بمجتمعه عبر اللغة والتاريخ حتى لا يتم استقطابه وتسخيره خارج بلاده، وبتسخير التعليم والبحث لحل المشاكل داخل المجتمع والإدارة والمصانع والمزارع
22,40,25,32,25,0,1,0,0,0,"أشعر بالتشويش و الفشل أبذل جهدا جبارا مقابل القليل من الاحترام و القليل من تقدير الآخرين لي أرى نفسي في عيون الآخرين أريد أن أتحرر من الآخر و أصبح أنا بكل عيوبس و كل ما ينصني أتمنى لو أحصل بقدر ما أجتهد 
رأسي مليء بالكثير من الأفكار سلبية ماشي أحلام و حسرة لا أستطيع النوم بهدوء أبدا أصبح الأرق روتيني "
35,31,33,30,37,1,1,0,0,0,"أشعر أن حماسي ليس منتظما، أحتاج عادة لتغذيته.
عموما أفصل شعوري عن معاملتي للأشخاص المحيطين بي في كل من الدراسة و العمل، لكن هذا التصرف يزيد من الضغط الذي يدفعني للعزلة."
21,36,32,30,28,0,1,0,0,0,"تجربتي الدراسية كانت تجربة جميلة رغم انها اترث في نفسيتي حيت اصبحت عصبية بسبب معاناتي المادية من جهة و النفسية لانني اتاثر بسهولة وادرس بجد
بالنسبة للعمل لازلت جديدة فيه احس بالخوف من المسؤولية واخاف كما اشعر بالخجل من المسؤولين و رفقائي في العمل لانني افتقد للخبرة و لا اعطي لنفسي قيمة اعرف انني خاطئة في السير على هذا النهج اتمنى ان تتغير شخصيتي واصبح قوية "
32,21,39,28,33,1,0,1,0,0,"سأنطلق من تجربتي في دراسة التكوين التي كانت سببا لي في تغيير المكان والحياة الأسرية، وخلال فترة التدريس تم تغيير حتى الأفكار المغلوطة فالمزيد من العلم والدراسة يشعرك أنك لم تكن على علم بعدة أمور ومن الممكن كانت الأفكار خاطئة ولا أساس لها، لهذا حتى في الجانب التعبدي نجد أن الله سبحانه يعبد بعلم لا بجهل  مما ينير لك طريقك ويبين لك الدرب الصحيح الذي يجب عليك السير فيه وكل هذا طبعا لأن العلماء المدرسين أكفاء ونبع العطاء للعلم وخاصة العلم الموصل إلى طاعة الواحد الأحد فهم اختيار الرحمان نسأله سبحانه أن ينفعنا بعلمهم وينفع بهم.فالواجب هو الكد من أجل الوصول إلى مرتبة العلماء المذكورون والممدحون في القرآن والسنة.""ومن رام العلا من غير كد أضاع العمر في طلب المحال""."
22,17,27,25,33,0,0,0,0,0,الدراسة تجعلني أحس بالمسؤولية، تبعدني عن الروتين، تجعلني نشيطة عندما تزداد معلوماتي و أتعلم اشياء جديدة و تساعدني في أن أصبح عملية و فعالة في مجتمعي و محيطي كما تغذي افكاري و تنعشها. فأنا نفس الوقت أحضر مستقبلي و أتعلم ان اكون اجتماعية و اخرج من عزلتي و انطوائي
28,39,39,22,38,1,1,1,0,1,كانت تجربة مهمة جدا في حياتي حيث انني تعلمت الكثير من دروس الحياة فضلا عن المعرفة التي اكتسبتها في تعلم كل ما يخص مجال الاقتصاد و التسويق على وجه الخصوص مما ساعدني على وضع حجر الأساس للطريق الذي رسمته لنفسي 
20,22,35,41,41,0,0,0,1,1,لقد بدأت الدراسة في المعهد منذ أسبوع لكنني لازلت متوترة بسبب الدراسة لأنني كنت في رخصة وفاتني الكثير من الدروس ولم استطع حتى الآن أن استدرك ما فاتني من الدروس لكثرتها وضيق وقت الفراغ وكثرة انشغالي لهذا احس بالإحباط والعياء وما اتمناه الان هو أن استدرك ما فاتني لارتاح
21,24,28,26,39,0,0,0,0,1,الجامعة ليست كما تخيلتها ليست تلك الحياة الوردية التي رسمتها في ذهني عندما كنت في الثانوية. لم يقل لي أحد أن التأقلم في العام الأول صعب لهذه الدرجة. إن مواد الجامعة تشعرنا بالغباء بالرغم أننا كنا من المتفوقين 
28,32,33,29,39,1,1,0,0,1,تجربتي الجامعه من أفضل التجارب التي مررت بها ،فقد فهمت أشياء كثيرة عن الحياة ،فالحياة قبلها كانت غير ناضجه ،كنت صغير بافكار صغيرة ، ولاكن الان أصبح تفكيري مختلف ،فأنا أدرس الهندسة وأري نفسي في المستقبل أحد أكثر الشخصيات تاثيرا في هذا المجال ،لحبي فيه واريد أن أفيد الجميع بخبرتي في هذا المجال. 
25,29,38,36,37,0,1,1,1,0,درست لمدة ٧ سنوات في جامعات مختلفة، تعلمت منها الكثير رغم أنها كانت صعبة لحد ما خصوصا السنوات الثلاثة الأخيرة التي أنجز فيها بحثا متعلقا بالرياضيات التطبيقية، لكنها تبقى تجربة مهمة في حياتي لأني عشتها خارج وطني واستفدت منها الكثير سواء على المستوى الدراسي أو على المستوى الإجتماعي. 
21,28,40,30,33,0,1,1,0,0,"تهيج نفسي بالحنين لعدة ذكريات ماضية كان لها الأثر الطيّب في حياتي، ولا أبالغ إن قلت أن هذا الأثر قد امتدّ لتشكيل هوّيتي وما أنا عليه اليوم.
غير أن رأيي استقر أخيراً على وصف مشاعري إزاء تأمل الكون بسمائه وصعيده، وإن كان بشكل مقتضب، حيث أن هذه التجربة تعتبر إلى اليوم بمثابة المنفذ الذي لا ألبث أعود إليه كلما تشتتت أفكاري، وارتبكت نفسي، وحزبتني الأمور، فأجدني على أثر ممارستها منشرحة الصدر، مغتبطة الفؤاد، وقد استعدت نشاطي، وجددت نفَسي لمواجهة الحياة، على غرار الإحساس الذي يغمرني حال أداء شعيرة الصلاة لله.
إنّ السرور الذي يكتسح قلبي، والسكينة التي تغمره، كلاهما يتمخض عن تأمل ملكوت الله الذي ما ترك موجوداً إلا وضم في تفاصيله آثار قدرة الخالق، وبديع صنعه، وبهاء خلقه..آثارٌ دلائلُ على الخالق الذي أعطى كل شيء خلقه ثم هدى. والروح الإنسانية، بما هي فرعٌ عن كلمة الله وأمره ، لا تملك إزاء هذا الجمال والإبداع إلا أن تستسلم له متأملة، متعبّدة معتبرة، فتسكن بعد اضطراب وفزع، ويلملم شعثها من جديد، وكيف لا وقد عادت لمصدرها وأصلها؟!"
26,25,43,28,47,0,1,1,0,1,أنا شخص شغوف محب للحياة، محب للمساعدة و التعاون مع الآخر. أرى الأشياء من جانبها الإيجابي و لكن هذا لا يمنع من الوقوف على الأمر الواقع كلما تطلب الأمر حزما لمعالجة مشكلة أو الخروج من ورطة بحيث أحاول تهدأت نفسي ما أمكن فبدون الهدوء لا أجدني منطقيا في التفكيرا أو ذو نجاعة في مواجهة المصاعب.
26,22,42,32,35,0,0,1,0,0,"حياة غريبة .. باختلاف الطباع .. و تغير الشخصيات كتغير الحرباء .. اصبحنا نعيش ازمة ثقة . .. كيف لمن يملك قلبا طيبا .. صاف ..نقي. . محب للخير و محب للجميع .. ان يعيش وسط كل هذه الفوضى .. ما الحل يا ترى؟ ماذا عسانا ان نفعل ؟ .. انكمل المسير و نتقبل الواقع .. أم نقوم بالتغلب على هذا الطبع فننجرف مع ذوي القلوب الخبيثة القاسية .. 
هي محموعة تساؤلات ليس لها نهاية .. يضج بها عقلي .. و يشعر بها قلبي .. لا اجد لها جواب يشفي غليل محرك دماغي.. "
22,15,33,40,42,0,0,0,1,1,أحس بالقليل من التعب، أسبوع حافل، لكن في نفس الوقت راضية عن سير الأمور ووتيرة إنهائي لكل النقط في لائحة المهام لهذا الأسبوع. الجو المشمس أيضا يساعدني على الحفاظ على إحساس إيجابي و متفائل على العموم. على العكس من الجو الغائم الذي كان سائدا في الأيام السابقة.
27,33,35,36,42,1,1,0,1,1,الجامعة أعطتني فرصة الانفتاح عن أفكار جديدة و إعطاء فرصة لنفسي للتعرف عليها. لكن دائما ما أشعر أنني أعيش حيوات مختلفة، فأنا جد متحفظة حول أفكاري و حياتي الشخصية في القسم لأنهم  يسعون دائما إلى تصنيف الناس الى فئات و أنا لا أنتمي إلى أي فئة، أنا فقط بالطريقة التي أنا بها، لكن العيش بينهم يدفعني إلى الإحساس بالإضطراب و لا يعطيني الرغبة في تمضية الوقت بالجامعة و أتعب نفسيا.
36,23,28,35,42,1,0,0,1,1,أظن أني شخص لديه طموح كبير، أرغب في أشياء ليس من السهل بلوغها، هي ليست أشياء مادية بالضرورة، بل هي غالبا معنوية وقيمية. أراني أحيانا أناقض نفسي وأحمل الناس ما لا أحتمله بنفسي، وأراني أحيانا منسجما مع نفسي أعرفها وتعرفني 
29,8,42,44,47,1,0,1,1,1,"لا بد من الصبر والمتابرة والعمل الجاد لنيل الاماني ومن الاقوال التي تعجبني إعمَل وأَتعِب قدماكَ فإن تعِبتا قَدَّماكَ.
في جميع مناحي حياتي توجد صخور وحواجز في صفة آدميةٍ تمنع تحقيق المراد بدءا بالعمل المليء بأعداء النجاح والمتبطين امتالهم لا تعر لهم اهتمامك وامض قدما وقل سلام عليكم "
21,26,27,28,36,0,1,0,0,0,تمر أيامي رتيبة دون جديد وفي لحظة تنقلب الموازين واجدني في نفس الاختبار حائرا تائها بين جديدين متناقضين كل واحد يفتح له منعطفا جديدا مخالفا تماما للآخر وتمر ليالي الحيرة وتضيع الفرصة  أو الفرصتان لاعود  إلى رتابتي تعرفني واعرفها 
22,17,34,31,33,0,0,0,0,0,ان  الدراسة في الجامعة  أو  أية  مؤسسة  أخرى   ليس  الهدف منها  فقط  الحصول  عل الشهادة  من  أجل  الحصول على  الوظيفة  وإنما الهدف  من  الدراسة  هو  محاربة  الجهل  بماهية  الحياة  واندماج  داخل  المجتمع  ومعرفة  كل شيء  يسعى  إلى  إسعاد  الناس  وتكوين  الشخصية  الفعالة في  المجتمع.
22,31,37,32,28,0,1,1,0,0,"
أعيش كل يوم و أنا على أمل أن يكون لي أثر طيب بعد مماتي ..
أعيش بالامتنان إلى الله تعالى ..
ممتنة لأنني بصحة وعافية
متنة لأنني إذا جعت وجدت طعاماً ، وإذا تعبت نمت براحة ..
ممتنة لأني مؤمنة أصلي لله وألجأ لله ..
ممتنة لمستوى الذكاء الذي وهبني إياه الله ..
ممتنة لأن لدي كل ما ييسر حياتي .."
27,15,35,38,37,1,0,0,1,0,"يستطيع الإنسان تقييم ذاته نسبيا عبر إخضاعها للمساءلة، ولعل هاته الطريقة التي تمت بها الاستمارة واحدة من العوامل المساعدة على ذلك، إلا أن الأمر لا يتجاوز حد النسبية بأي حال من الأحوال، ففي الوقت الذي يجد نفسه قادرا على وضع نفسه في خانات محددة المعنى والصفة، تأتيه خواطر ومواقف تجعله يدرك بأنه هو نفسه كائن تتغير ردود أفعاله ومواقفه بحسب الحالة التي يجد نفسه أمامها.. فقد يتذبذب كثيرا في نهاية المطاف بين الوسط فلا تكون إجابته شديدة الدلالة، أو يؤثر الاختيار فيترك الأمر مفتوحا لتقدير الحالة العامة.. 
شكرا، وبالتوفيق. "
27,36,31,34,37,1,1,0,1,0,تجربتي في مجال الدراسة كانت مثيرة، بحيث مررت من محطات مكنتني من اكتساب قوة وفهم ان الحياة ليست بابسهلة، ودخولي لمجال العمل تبين لي انه ان لم تلملك الجرأة الكافية واليقين بان الله قادر ان يعينك أن توكلت عليه فلن تنجح. 
25,24,37,33,32,0,0,1,0,0,"احب الدراسة ولا امل منها ابدا  أحلامي لم تتحقق بعد على المستوى الدراسي. لكن لن استسلم ساقاوم ساجتهد إلى أن أصل إلى هدفي.  صعوبات كثيرة لكن ساتجاوزها  سأصل وسيتحقق هدفي  بمشيئة الله
   الايام جميلة  لكن الوقت يسرق أحلامي 
لكن سوف اخققها رغم الصعاب 
"
20,26,38,31,35,0,1,1,0,0,الدراسة بالجامعة تجربة رائعة رغم الضغوطات التي تمر بها خلال فترة الدراسة لكن في المقابل تتعلم الكثير من الدروس كالاعتماد على النفس ، التعامل مع شخصيات مختلفة، الشجاعة ،الثقة في النفس و عدم الثقة الكلية في الاخرين،وأخيرا العمل ،و الامل
27,29,34,36,35,1,1,0,1,0,"كان حلمي الوصول إلى هدف معين في المجال الدراسي لم اتوفق إلى تحقيق الحلم كله لأسباب أسرية...
لكن حققت جزءا منه واتمنى ان اغلب على الظروف و ان اصل الى الهدف المنشود.
عموما سعيدة إلى ما وصلت اليه إلى حد الآن. بفضل الله وجوده وكرمه
"
30,18,35,34,37,1,0,0,1,0,الحمدلله .. دراستي بجامعة العلوم و التقنيات لعا وقع خاص على شخصيتي حاليا . بفضل المولى اولا و تقديري لنفسي اكتسبت مهارات على المستوى التقني و الشخصي اللذان يميزاني الآن بعملي.. مهارات اكتسبناها تأهلنا للتألق بعملنا و المثابرة ..
21,28,40,37,37,0,1,1,1,0,"لطالما كنت أردد البيت الشعري لصاحبه أبو البقاء الرندي 
لكل شئ إذا ما تم نقصان   فلا يغر بطيب العيش إنسان
كنت أتفهمها و أتقبل نكسات الناس و أتفهم لكن لم أتوقع يوما أن تكون صعبة على صاحبها إلى أن جاء اليوم الذي أصبت فيه بعته الانتكاسة حقا إنها صعبة أن تكون في القمة ثم تنزلق نحو السفح"
26,23,40,23,32,0,0,1,0,0, تطلعاتي في الحياة جد مرتفعة لكنني لا اعمل على تحقيقها انا في حاجة ماسة لبيئة و محيط يدعمني و يعنيني على الخروج من منطقة الراحة لانني امتلك كافة مقومات النجاح ينبغي ان احدد اهدافي بدقة و ان اسعى لتحقيقها وفق اجل محدد بدل الاستمرار في التسويف و التاجيل 
21,15,38,25,33,0,0,1,0,0,انا شخص متفاءل بالحياة موقن بحضور الله و سماعه لي في كل مكان و كل زمان اجتزت صعابا قد لا تكون الاسوء بالمقارنة بالآخرين ولكن جعلتني اكبر و اتطور واكتشف ذاتي و ما انا قادرة على فعله وتجاوز مكتسبات خاطئة ناتجة عن محيطي الضيق راضية عن مساري وأشعر بالتفاؤل و الحب لاتمام الحياة مع عائلتي راجية هدى الله للتطور و الوصول بنفسي إلى أرقى نسخة منها على كل المستويات نافعة بي أسرتي ديني مجتمعي. 
28,21,42,30,34,1,0,1,0,0,"قدر الله جعلني أعمل في ميدان متعب و لكن رؤية السعادة في وجوه الأطفال يجعلني سعيدة حبهم لي تجمعهم علي كأني أملك الدنيا بيدي
تدريس اطفال في وضعية إعاقة شئ صعب على جميع المستويات و عندما ترى النتائج في ما تقدمه فتلك سعادة مافوقها سعادة "
22,22,34,28,30,0,0,0,0,0,في هذه الأيام أحس بنفسي مبعثر، بين مهام معلقة و بين وفاة قريب حديثة، فأجدني أتوقف كل مرة لأتكلم مع نفسي بعبارات عميقة عن الحياة و كأني أحتاج إلى فترة التعمق و التحليل في الحياة... شرط أن أعود فأجد محيطي مرتب يفتح لي المجال لبداية جديدة نوعا ما. 
32,19,32,38,38,1,0,0,1,1,الحياة كتجربة كتابة إن لم تعشها فإن المخاض لن ينتظرك، بل سينتهي إلى ولادة جديدة. هكذا إذن لو كان لي أن أعيش حياة ثانية لاخترت نفس الطريق ولسرت حيث مررت دون حزن عن ما فات ولا التفاتة تروم تحصيل شفقة أحد مهما كان وتحت أي ظرف.  
33,25,34,36,40,1,1,0,1,1,مسيرتي الدراسية لم تكن موفقة ولم كما كنت احلم لا اعرف ان كان تقصيرا مني أو عدم دعمي نفسيا لمعرفة ميولاتي الدراسية وهذا يدفعني لتفكير هل اتحمل المسؤولية الكاملة ولا ادري ما هو مجال تخصصي حقا
31,27,38,29,42,1,1,1,0,1,عادة أكون هادئا لكني سريع الغضب وسهل الاستفزاز وهو أمر يجب تغييره خاصة أن التدريس الجامعي خاصة في كلية الحقوق يفرض عليك التحلي بأقصى درجات ضبط النفس و الكثير من الصبر. 
24,36,33,31,41,0,1,0,0,1,من الصعب الحديث في شيء غير محدد. في ما يتعلق بتجربتي الجامعية أعتقد أنها كانت مفيدة إلى حد ما. كان من الممكن أن تكون الفائدة أكبر لكن علينا الاعتراف أن جامعتنا لا تتوفر على تقاليد تؤهلها لتلعب أدوارا أهم إزاء طلبتها والمجتمع. أتمنى لك (أو لكم) كل التوفيق. تحياتي.
27,23,42,39,49,1,0,1,1,1,قد تكون التجربة و الحالة التي تطغى على خاطري و عقلي هي تجربة الجامعة ، إذ أنها المكان المقدس في نفسي و الذي يدعوني كل ركن من أركانه إلى هيبة العلم و الإستسلام التام له.. أذكر تفاصيل دقيقة قد تكون عابرة لدى الآخرين و لكنها عندي أنشودة نقشت أبياتها على قلبي نقشا أصيلا ، حتى صارت الماضي و الحلم و الحياة التي أتمنى العودة إليها. 
19,20,38,34,36,0,0,1,1,0,الدراسة بالجامعة هي العامل الأساسي في تحرير النفس من قيود العزلة والخجل الى الانفتاح كما أن الدراسة بالجامعة هي مجال للابداع والتحصيل العلمي الجيد باعتبارها مجال للبحث  والسعي وراء الاكتشاف
